Date,龙头动量轮动策略,沪深300ETF |,等权重组合
2022-09-29,-0.017590337266115978,-0.32570147519329923,-0.11920477716631574
2022-09-30,-0.02111990702304523,-0.3301281549397842,-0.1284781504409466
2022-10-10,-0.051458331357206955,-0.34357845109256546,-0.15621713036689555
2022-10-11,-0.07057452109928886,-0.3440892218325444,-0.15927522733126678
2022-10-12,-0.06869421395183535,-0.33353329320631103,-0.1410963016952853
2022-10-13,-0.06889230918232318,-0.33915177134608043,-0.1420721734408178
2022-10-14,-0.06901412177365138,-0.32416916297336174,-0.1262081272273598
2022-10-17,-0.07012521236078288,-0.3243394198866884,-0.11897810379048918
2022-10-18,-0.07041276995342667,-0.3255312182799728,-0.12283753200739715
2022-10-19,-0.07156699417945485,-0.33557637616622704,-0.13513291791832074
2022-10-20,-0.07060447501518922,-0.33761945912614316,-0.13060174305247074
2022-10-21,-0.07108373766959546,-0.3413651112193228,-0.13494741257425183
2022-10-24,-0.08489808429730866,-0.3580502887253045,-0.1454866280650745
2022-10-25,-0.08842236219576187,-0.360774399338526,-0.14600137798273843
2022-10-26,-0.07373895262139203,-0.35600720576538825,-0.1362308982326254
2022-10-27,-0.06496664881080479,-0.3604338855118733,-0.12501255973850212
2022-10-28,-0.07163339202636756,-0.37507598005793885,-0.14712956147772713
2022-10-31,-0.06502525863958317,-0.3817159996776664,-0.1409939298584457
2022-11-01,-0.047512202476489976,-0.3582205456386309,-0.11711966121401235
2022-11-02,-0.045432502095526094,-0.3524318105855352,-0.10965538868602832
2022-11-03,-0.03565244870766349,-0.3575395179853255,-0.1123747714326954
2022-11-04,-0.02485306356171026,-0.33591688999287966,-0.09585123926740458
2022-11-07,-0.034856872701348934,-0.33591688999287966,-0.09086502308200851
2022-11-08,-0.03934277114659089,-0.3398327989993855,-0.09379772202228552
2022-11-09,-0.04858754805731399,-0.3466430755324394,-0.09982729362754761
2022-11-10,-0.06666224014353925,-0.35021847071229256,-0.11195990134026383
2022-11-11,-0.05751840792940031,-0.3335332932063108,-0.09280679852664293
2022-11-14,-0.0639962417820181,-0.3331927793796582,-0.0964431418644395
2022-11-15,-0.04844117325494687,-0.32042351088018245,-0.08073509557761625
2022-11-16,-0.050985658564298444,-0.32536096136664655,-0.08763966229853595
2022-11-17,-0.0480505741916059,-0.3282553288931943,-0.08925179444771858
2022-11-18,-0.05946261676410815,-0.33046866876643677,-0.0998534099091949
2022-11-21,-0.056177670653698886,-0.3360871469062061,-0.10203401974630126
2022-11-22,-0.06512071178491838,-0.3364276607328589,-0.1057031579568534
2022-11-23,-0.07474051172271413,-0.33591688999287983,-0.10834788003575739
2022-11-24,-0.06987220161781031,-0.33898151443275415,-0.10899201519608726
2022-11-25,-0.07651737801392498,-0.33540611925290087,-0.10978287999987218
2022-11-28,-0.10602647826319175,-0.3430676803525865,-0.1257518897422422
2022-11-29,-0.07710707077161727,-0.3233178784067305,-0.10665361118398832
2022-11-30,-0.07918667130619499,-0.32280710766675136,-0.10615740183268497
2022-12-01,-0.07047547348404429,-0.31514554656706584,-0.09736478743739034
2022-12-02,-0.07788996628686713,-0.31906145557357174,-0.10315073998789455
2022-12-05,-0.040697287223606,-0.30697321472740124,-0.0873161991918703
2022-12-06,-0.04512138075570688,-0.30305730572089523,-0.08459213146338064
